,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
51449,0,0.304881374,50,0,0.119923095,4160.0,3,0,0,0,0.0
47317,0,0.01717531,66,0,0.034224161,7333.0,7,0,0,0,1.0
148269,0,0.008522369,63,0,2307.0,,8,0,2,0,0.0
76794,0,0.012287803,59,0,23.0,,8,0,0,0,0.0
63653,0,0.053829041,58,0,0.034691713,6600.0,9,0,0,0,1.0
131851,0,0.9999999,50,1,0.177332682,2046.0,2,0,0,0,0.0
53962,0,0.9999999,34,1,0.25464191,4900.0,4,1,0,1,4.0
30441,0,0.005432605,71,0,0.002920561,3423.0,7,0,0,0,0.0
94764,0,0.102513808,64,0,0.586863317,5830.0,13,0,3,0,0.0
121435,0,0.999257463,73,0,0.855211513,4585.0,11,0,2,0,1.0
29181,0,0.127467148,47,0,0.484841213,12500.0,13,0,1,0,2.0
58440,0,0.565297647,26,2,1.078431373,764.0,6,0,0,1,0.0
72819,0,0.701808089,37,0,0.616345914,4000.0,7,0,1,0,1.0
38714,0,0.051799137,62,0,0.008544653,10883.0,4,0,0,0,1.0
70737,0,0.046359422,26,0,14.0,,4,0,0,0,
2965,0,0.536747939,62,0,0.761082326,3473.0,12,0,1,0,0.0
50854,0,0.0,65,0,1569.0,,5,0,1,0,
132790,0,0.0,48,0,0.21228319,9166.0,6,0,1,0,3.0
127052,0,0.170475493,40,1,7004.0,,12,0,4,0,2.0
125125,0,0.262862488,30,0,0.228489825,2800.0,6,0,0,0,0.0
86805,1,0.349301868,60,0,0.265962005,7000.0,14,0,0,0,2.0
87250,0,0.676832871,44,0,2731.0,,7,0,1,0,0.0
100332,0,0.013276865,37,0,0.436867068,7800.0,8,0,2,0,1.0
74619,1,0.524318769,45,0,0.610856364,8068.0,12,0,3,0,2.0
24343,0,0.497005988,44,0,4710.0,,5,0,3,0,2.0
65426,0,0.518856861,52,0,0.782584985,5500.0,16,0,1,0,0.0
107349,0,0.640371686,70,0,0.245011135,22900.0,16,0,2,0,1.0
17479,0,0.9999999,38,0,0.027486257,2000.0,0,2,0,0,2.0
46128,0,0.382042618,39,0,825.0,,5,0,0,0,2.0
68613,0,0.124943804,70,1,1004.0,,11,0,0,0,0.0
99976,0,0.34708449,28,0,0.39017341,1037.0,4,0,0,0,0.0
91941,1,0.953003133,44,0,1056.0,,3,0,0,0,0.0
109297,0,0.531049379,42,0,0.150986274,11000.0,4,0,1,0,0.0
19560,0,0.073646318,74,0,1593.0,,10,0,1,0,0.0
25858,0,0.30770086,39,1,1.660974594,2400.0,14,0,2,0,3.0
129516,0,0.477746202,47,2,13.09561753,250.0,14,0,2,0,0.0
93235,0,0.06112046,59,1,0.464032884,4378.0,7,0,1,1,1.0
148346,0,0.010361757,42,0,0.131855467,14750.0,9,0,1,0,2.0
88938,0,0.9999999,38,0,0.355548151,3000.0,3,0,1,0,0.0
119175,0,0.170633564,40,1,0.125570953,12916.0,11,0,1,0,0.0
133572,1,0.987004332,57,3,0.363998861,3510.0,6,0,0,0,1.0
149932,0,0.005859153,66,0,1479.0,,10,0,1,0,0.0
105595,0,0.293069444,44,0,1.322233105,4083.0,10,0,2,1,3.0
47538,0,0.005865885,85,0,606.0,,3,0,1,0,0.0
52295,0,0.547545355,45,0,0.593575877,6101.0,12,0,1,0,5.0
104324,0,0.059884003,83,0,0.008453777,7333.0,4,0,0,0,0.0
40486,0,0.206176405,25,1,102.0,,9,0,0,0,
26160,0,0.148371706,64,0,0.055164143,6670.0,4,0,0,0,0.0
22087,0,0.9999999,41,0,0.091143998,4256.0,2,5,0,0,2.0
130234,0,0.195878007,40,0,0.264455924,6000.0,13,0,1,0,2.0
31301,0,0.119289639,36,0,3633.0,,7,0,1,0,0.0
96336,0,0.405041484,59,0,1256.0,,4,0,1,0,0.0
32776,0,0.318178788,42,0,0.479822288,2700.0,4,0,1,0,2.0
118382,0,0.031799205,63,0,0.279160949,5100.0,4,0,1,0,1.0
85120,0,0.0,87,0,0.094830049,3500.0,4,0,1,0,0.0
45538,0,0.035754551,77,0,2213.0,,17,0,1,1,0.0
119464,0,0.017627416,72,0,0.00559888,5000.0,3,0,0,0,0.0
131330,0,0.026931381,65,0,0.735044929,3894.0,9,0,3,0,1.0
88924,0,0.198403225,44,0,0.391304348,4116.0,9,0,2,0,1.0
90077,0,0.022300271,41,0,0.011197014,3750.0,5,0,0,0,1.0
83547,0,0.008449994,62,0,0.010227273,1759.0,13,0,0,0,0.0
37281,0,0.394468368,71,0,0.179048099,3970.0,5,0,1,0,1.0
130126,0,0.065096745,84,0,0.035982009,2000.0,8,0,0,0,0.0
37136,0,0.296489411,45,0,0.531423429,6666.0,7,0,2,0,3.0
132758,0,0.027389439,55,0,0.2176,10624.0,8,0,1,0,1.0
4680,0,0.282367086,37,0,3154.0,,8,0,1,0,0.0
91971,0,0.9999999,98,0,0.0,,4,0,0,0,0.0
64410,0,0.355522886,57,0,0.256354314,9166.0,10,0,2,0,0.0
142019,0,0.446607119,58,0,0.545434348,4500.0,8,0,1,1,0.0
2048,0,0.9999999,53,1,0.218541709,4950.0,3,3,1,0,2.0
11099,0,0.0,34,0,0.501916347,6000.0,12,0,2,0,0.0
55757,0,0.0,69,0,753.0,,5,0,1,0,0.0
73622,0,0.432386999,64,0,1.0737584,6100.0,14,0,3,0,0.0
132770,0,0.170264718,62,0,1803.0,,10,0,1,0,
3057,0,0.138076605,55,0,0.261372398,3890.0,12,0,0,0,0.0
36665,0,0.036384081,64,0,0.014991671,1800.0,4,0,0,0,0.0
92026,1,0.659597941,61,0,0.744095365,8975.0,18,0,2,1,0.0
27194,0,0.9999999,43,0,0.000555401,3600.0,7,0,0,0,1.0
19793,0,0.777068911,56,1,0.340059995,7333.0,11,0,1,0,0.0
39545,0,0.109088192,71,0,0.374955742,8472.0,12,0,3,0,1.0
97968,0,0.653993022,46,1,1.712633452,3371.0,14,0,2,0,0.0
16254,0,0.197626601,25,0,0.031989337,3000.0,6,0,0,0,1.0
116183,0,0.460497942,34,0,0.182020183,10800.0,10,0,1,0,1.0
43417,0,0.921346308,65,1,0.059227468,6989.0,2,0,0,0,0.0
147146,0,0.024176542,54,0,0.221024259,11500.0,12,0,1,0,4.0
127803,0,0.031258248,57,0,0.397520496,5000.0,15,0,2,0,0.0
14160,0,0.012981241,70,0,0.003620066,5800.0,17,0,0,0,0.0
30687,0,0.788011157,36,0,0.258359873,5023.0,6,0,0,0,2.0
23780,0,0.0,34,0,0.0,4220.0,7,0,0,0,0.0
128534,0,0.007930722,80,0,0.223203906,4300.0,9,0,1,0,1.0
42055,0,0.135227031,51,0,0.22293991,5108.0,9,0,0,0,4.0
73732,0,0.223222551,55,1,0.180174431,4700.0,11,0,0,0,0.0
65204,0,0.412743397,33,0,0.359140859,6005.0,10,0,1,0,0.0
149767,0,0.984793251,33,0,0.784710018,1137.0,3,0,1,0,0.0
92878,0,0.194345196,76,1,0.235065943,11600.0,25,0,1,0,0.0
107327,0,0.649155304,56,0,1.79989596,17300.0,12,0,0,0,2.0
70979,0,0.098271626,46,0,0.167380748,3500.0,6,0,0,0,0.0
58361,0,0.990181253,61,0,5292.0,,11,0,2,0,0.0
39930,0,0.045186097,42,0,0.095278823,5845.0,10,0,0,0,0.0
64416,1,0.246468424,61,5,0.357107149,6000.0,24,0,1,0,0.0
107156,0,0.001230706,70,0,0.003198721,2500.0,10,0,0,0,0.0
32825,0,0.0,53,0,1.028932141,1900.0,8,0,1,0,0.0
96075,1,0.827968923,33,2,3956.0,,11,1,2,2,0.0
107063,0,0.208635324,55,0,0.345681036,6100.0,8,0,2,0,4.0
20356,0,0.063916697,49,0,0.382861714,10000.0,11,0,3,0,2.0
101435,0,0.09914542,59,2,0.30308417,11250.0,9,0,2,0,2.0
38467,0,0.9999999,62,0,1586.0,,3,0,1,0,0.0
82821,1,1.064387123,51,2,0.693641618,2940.0,6,0,1,1,1.0
144201,0,0.0059831,64,0,0.126387361,10000.0,20,0,1,0,0.0
74611,0,0.9999999,60,0,2239.0,,2,0,1,0,0.0
74689,0,0.662063187,44,1,0.384286311,9583.0,11,0,2,0,3.0
43593,0,0.018656841,43,0,1450.0,,11,0,2,1,2.0
126803,0,0.693620259,40,1,0.27398702,5700.0,4,1,1,0,1.0
15465,1,0.9999999,32,1,0.446166621,7225.0,6,0,0,0,1.0
54846,0,0.320021117,55,1,1665.0,,5,0,1,0,0.0
40179,0,0.384348038,63,0,0.149640041,5833.0,5,0,0,0,0.0
114790,0,0.086276092,40,0,0.210357928,5000.0,8,0,0,0,2.0
143721,0,0.00163109,37,0,0.0,1333.0,2,0,0,0,0.0
2784,0,0.032583137,31,0,0.068563593,5833.0,8,0,0,0,0.0
22584,0,0.078258786,55,1,0.234423122,8441.0,16,0,2,0,0.0
36909,0,0.171814586,41,0,0.333396819,10500.0,9,0,2,0,2.0
31496,0,0.069209342,48,0,29.0,,4,0,0,0,0.0
78269,0,0.358715553,52,0,0.273272905,8163.0,5,0,2,0,0.0
83613,0,0.024848758,67,0,14.0,,3,0,0,0,0.0
18903,0,0.535453553,47,0,0.299685016,20000.0,14,0,1,0,1.0
119314,0,0.985734284,52,1,0.471827031,10683.0,7,0,4,0,0.0
136197,0,0.9999999,47,0,0.262403031,11085.0,5,0,2,0,3.0
86471,0,0.032126805,49,0,0.007657945,4700.0,6,0,0,0,1.0
58212,0,0.011495452,57,0,0.003479722,8333.0,6,0,0,0,0.0
67184,0,0.212192942,46,0,0.987493203,1838.0,8,0,1,0,0.0
94604,0,0.0,62,0,0.0,5644.0,1,0,0,0,0.0
102163,0,0.055379665,43,0,0.832333619,3500.0,13,0,2,0,2.0
29456,0,0.073697186,57,0,0.344101529,10400.0,7,0,2,0,0.0
131315,0,0.644369301,57,0,0.992228894,5661.0,11,0,2,0,0.0
121181,0,0.056879398,69,0,0.248937766,4000.0,9,0,1,0,1.0
80105,0,0.0,36,0,0.211589113,3416.0,4,0,1,0,0.0
31562,0,1.043182727,58,2,983.0,,5,2,0,2,3.0
112257,0,0.95802099,23,1,61.0,,2,0,0,0,
79525,0,0.712920546,55,0,0.44347898,12083.0,15,0,1,0,4.0
69598,0,0.184058707,67,0,0.239969624,7900.0,13,0,2,0,1.0
148933,0,0.0,60,0,2761.0,,11,0,1,0,0.0
105373,0,0.04560715,59,0,0.774553571,3583.0,13,0,2,0,0.0
55950,0,0.219992667,72,0,0.432532751,4579.0,7,0,1,0,0.0
76266,0,0.021158206,57,0,0.13758777,11250.0,15,0,1,0,0.0
143121,1,0.950166113,49,0,0.098757952,3300.0,2,0,0,1,3.0
55858,0,0.00118527,62,0,0.23651572,10400.0,7,0,1,0,1.0
23636,0,0.9999999,39,0,0.12664978,7500.0,3,0,0,0,0.0
8851,0,0.052358939,59,0,0.141473082,9082.0,4,0,1,0,0.0
113161,0,0.235503014,63,0,0.05164945,3000.0,5,0,0,0,0.0
136346,0,0.9999999,45,0,0.445353815,15883.0,7,0,1,0,1.0
123865,0,0.016084014,46,0,1200.0,,5,0,1,0,
109522,0,0.170755753,36,0,0.070385476,7600.0,4,0,0,0,0.0
139894,1,0.968080935,54,0,0.620920112,6433.0,4,0,1,0,1.0
44612,0,0.0,59,0,0.133923788,28000.0,11,0,2,0,2.0
97443,0,0.774276625,64,0,0.288611017,2958.0,4,0,0,0,0.0
93916,0,0.018201167,24,0,0.004403901,3178.0,6,0,0,0,0.0
56902,0,0.255138441,67,3,0.294661775,19350.0,11,0,3,0,0.0
113744,0,0.0,50,0,0.378817014,13000.0,6,0,2,0,4.0
103166,0,0.0,69,2,0.300485576,3500.0,12,0,1,0,0.0
141829,0,0.0,33,0,2075.0,,6,0,2,0,0.0
102942,0,0.104689298,54,0,0.036960647,12120.0,24,0,0,1,0.0
129215,0,0.10045877,35,0,0.069554277,5563.0,4,0,0,0,0.0
111000,0,0.658286728,54,0,0.172602108,13000.0,9,0,0,0,1.0
101038,0,0.310518247,60,0,0.360493019,9167.0,23,0,1,0,0.0
41828,0,0.753324668,33,0,0.339441899,2400.0,6,0,1,0,1.0
100205,0,0.563218391,45,0,0.364115615,5500.0,3,0,1,0,3.0
46349,0,0.023798413,41,0,0.14244065,2400.0,3,0,0,0,0.0
68974,1,0.9999999,34,2,0.249401523,4594.0,7,1,1,0,0.0
105695,0,0.440924588,66,0,0.530794661,8166.0,10,0,2,0,0.0
97412,0,0.020326776,25,0,0.102463406,2800.0,6,0,0,0,0.0
90164,0,0.0,24,0,0.633373934,820.0,5,0,0,0,0.0
34044,0,0.905570292,36,0,0.259267195,4666.0,8,1,0,0,0.0
39970,0,0.017724782,73,1,0.247635513,9832.0,14,0,1,0,0.0
112525,0,0.166941329,56,0,0.263096495,18000.0,10,0,3,0,2.0
135329,0,0.0,28,0,0.08788005,2400.0,4,0,0,0,0.0
141163,0,0.048758356,52,0,0.696748351,4243.0,8,0,1,0,2.0
24778,0,0.393116514,44,0,1524.0,,8,0,1,0,
117159,0,0.798650169,43,3,1.100030221,3308.0,7,0,1,0,1.0
146955,0,0.525839735,56,0,0.494633142,6800.0,7,0,2,0,2.0
124524,0,0.433919202,58,0,0.288847627,8616.0,4,0,1,0,2.0
90281,0,0.260852485,33,0,0.36573362,3250.0,15,0,0,0,0.0
134561,0,0.004015094,62,0,0.000723415,4146.0,10,0,0,0,0.0
17189,0,0.0,58,0,1284.0,,5,0,0,0,0.0
30486,0,0.0,81,0,32.0,,8,0,0,0,0.0
113083,0,0.796165298,53,0,0.614919254,20000.0,27,0,4,0,4.0
90,0,0.080564168,60,0,0.487288997,4916.0,15,0,2,0,0.0
126066,0,0.030031289,81,0,0.013493253,2000.0,5,0,0,0,0.0
109073,0,0.017929421,69,0,0.159284072,10000.0,13,0,1,0,0.0
3788,0,0.9999999,37,0,0.282190132,3323.0,5,3,1,3,2.0
132811,0,0.0,44,0,1000.0,,5,0,1,0,2.0
19031,0,0.163257537,45,0,2517.0,,13,0,2,0,0.0
32169,1,0.166069516,43,0,0.624890036,17050.0,18,0,3,0,3.0
101024,0,0.9999999,48,0,0.216534071,2890.0,6,0,0,0,0.0
56717,0,0.021020397,79,0,0.013064133,2525.0,8,0,0,0,0.0
99849,0,0.077772768,46,5,1254.0,,9,0,0,0,0.0
72832,0,0.046772308,41,0,0.531617096,4000.0,7,0,2,0,2.0
141537,0,0.016570903,91,0,28.0,,3,0,0,0,
136421,0,0.427145709,24,0,7.0,0.0,3,0,0,0,0.0
149688,0,0.356816592,67,0,2960.0,,4,0,2,0,0.0
84837,0,0.069411799,66,0,1081.0,0.0,9,0,1,0,0.0
42493,0,0.9999999,62,1,0.355081967,3049.0,2,0,0,0,2.0
135001,0,0.292682927,58,0,0.366480079,3036.0,7,0,1,0,1.0
58798,0,0.412205259,55,3,0.518883415,7916.0,20,0,5,1,0.0
78165,0,0.514842822,30,0,927.0,,18,0,0,0,0.0
67151,0,0.574966988,43,1,1.150631044,6100.0,20,0,2,0,3.0
116480,0,0.0,42,0,0.511785942,9417.0,6,0,2,0,3.0
103500,0,0.9999999,48,0,0.11410382,4083.0,1,0,0,0,0.0
121249,0,0.402148222,64,0,4068.0,,14,0,3,0,0.0
99620,0,0.944657955,24,0,680.0,0.0,4,0,1,0,0.0
50603,0,0.009246513,65,1,0.215291107,6251.0,9,0,1,0,0.0
54398,1,0.309373254,54,1,4369.0,,16,0,2,0,0.0
135597,0,0.054828341,56,0,0.32808399,8381.0,14,0,2,0,0.0
143211,0,0.025615312,59,0,0.413643411,3224.0,9,0,0,0,0.0
124459,0,0.062006448,54,0,0.002836157,13750.0,2,0,0,0,0.0
41166,0,0.001551657,36,0,0.41986456,5758.0,9,0,1,0,0.0
56282,0,0.973901188,67,0,0.150784922,10000.0,8,0,0,0,0.0
143805,0,0.150299383,25,0,0.2290024,2916.0,7,0,0,0,1.0
116450,0,0.012076183,55,0,0.230589803,3000.0,8,0,1,0,0.0
131441,0,0.51918104,35,0,0.458725004,5850.0,7,0,2,0,3.0
33640,0,0.184523482,72,0,0.307290154,3442.0,17,0,0,0,0.0
11077,0,0.043294693,81,0,0.010996335,3000.0,3,0,0,0,0.0
91367,0,0.9999999,56,0,0.538362347,3101.0,5,2,1,0,0.0
71847,0,0.165401778,68,0,0.392121349,4416.0,9,0,1,0,0.0
88650,0,0.0,48,0,2076.0,,8,0,1,0,0.0
54488,0,0.402024265,54,0,0.706083976,3500.0,11,0,1,0,2.0
121194,0,0.029537304,60,0,0.664558914,6483.0,17,0,2,0,1.0
137576,0,0.010761033,36,0,0.187635394,6000.0,15,0,1,0,0.0
122121,0,0.306518401,46,2,0.279025997,8500.0,9,0,1,0,0.0
63440,0,0.9999999,70,0,0.193097998,7591.0,5,0,0,0,0.0
107001,0,0.685529647,56,0,0.804170122,8440.0,15,0,3,0,0.0
147901,0,0.024950966,36,0,0.390630468,20000.0,13,0,3,0,1.0
70304,0,0.188844858,61,3,0.624159707,4908.0,11,0,3,0,0.0
76101,0,0.114629568,51,0,195.0,,5,0,0,0,4.0
59785,1,0.052094791,68,0,0.002678093,5600.0,5,0,0,0,0.0
144121,0,0.761238761,25,0,0.047569804,2900.0,3,0,0,0,0.0
34752,0,0.003294251,56,0,0.233721132,5758.0,9,0,1,0,1.0
42616,0,0.021155757,40,0,0.272104181,5835.0,5,0,2,0,0.0
106061,1,0.9999999,42,98,0.0,3200.0,0,98,0,98,1.0
103609,0,0.3246837,53,1,0.266967457,10416.0,14,0,1,0,0.0
80714,0,0.9999999,44,1,0.455450127,4320.0,4,1,1,0,0.0
77561,0,0.9999999,39,0,0.0,1500.0,0,0,0,0,5.0
102345,0,0.707191235,58,0,2900.0,,11,0,3,0,2.0
74158,1,0.454534629,44,0,1.075231192,4000.0,8,0,1,0,4.0
139677,0,0.0,70,0,0.432240437,1829.0,10,0,2,0,0.0
99257,0,0.399520096,50,0,0.817891374,1877.0,12,0,1,0,0.0
72358,0,0.249111859,79,0,0.320100726,6750.0,13,0,1,0,0.0
136686,0,0.004524365,41,1,0.001066382,3750.0,4,0,0,0,3.0
80673,0,0.050394961,53,0,0.42284264,5909.0,4,0,2,0,3.0
199,0,0.114869499,35,0,103.0,,6,0,0,0,0.0
61345,0,0.165700742,61,1,0.397802028,12920.0,24,0,3,0,0.0
50090,0,0.028999597,65,0,1934.0,,12,0,1,0,0.0
41537,0,0.06910538,45,0,0.463907219,5000.0,12,0,3,0,2.0
70253,0,0.338632782,69,2,0.293250582,9022.0,23,0,0,0,0.0
131013,0,0.019196807,63,0,0.13290263,2166.0,8,0,0,0,0.0
13862,0,0.464142728,72,0,0.758258036,6750.0,12,0,2,0,1.0
63332,0,0.875708097,51,0,0.476633341,4300.0,4,0,2,0,0.0
64571,0,0.201643195,29,0,2465.0,,22,0,1,0,0.0
9919,0,0.195717732,29,0,0.743221035,2433.0,7,0,1,0,0.0
137357,0,0.265119149,61,0,0.738659794,5819.0,16,0,2,0,1.0
109293,0,0.079630419,56,0,0.175329845,17583.0,10,0,2,0,1.0
42491,0,0.007510337,40,0,0.225539856,3750.0,8,0,1,0,3.0
143081,0,0.755365837,40,0,0.960548075,4232.0,13,0,2,0,2.0
17697,0,0.899154765,52,0,0.304814004,4569.0,6,0,1,0,2.0
117174,0,0.054527571,59,0,0.033325399,4200.0,4,0,0,0,0.0
97759,0,0.065792396,52,0,0.38227983,5631.0,22,0,1,0,2.0
11072,0,0.092963568,51,0,0.00789177,11530.0,4,0,0,0,3.0
37072,0,0.9999999,32,0,0.0,,0,1,0,0,0.0
50501,0,0.031322573,60,0,0.075181546,2340.0,39,0,0,0,0.0
11058,0,0.0,69,0,1872.0,,9,0,1,0,0.0
90638,0,0.0,54,0,0.762059485,4000.0,8,0,4,0,0.0
27082,0,0.122508779,52,0,0.188900925,12000.0,7,0,2,0,2.0
77058,0,0.050189962,63,0,2698.0,0.0,3,0,1,0,1.0
17595,0,0.555331565,46,0,157.0,,8,0,0,0,0.0
92083,0,0.046265896,65,0,0.6555687,5916.0,9,0,1,0,1.0
17704,0,0.9832951,54,3,0.587388348,7500.0,10,0,2,0,0.0
125341,0,0.538678302,42,0,0.413554343,4765.0,13,0,1,0,2.0
106276,0,0.016486355,80,0,0.201840781,23250.0,15,0,1,0,0.0
42948,1,0.9999999,23,0,0.089385475,1789.0,0,1,0,0,0.0
98093,0,0.053483228,80,0,0.11021702,4100.0,6,0,1,0,0.0
1092,1,0.9999999,41,0,219.0,,1,2,0,1,
9921,0,0.286846898,41,0,0.707905315,13433.0,7,0,3,0,2.0
94482,0,0.301963091,52,0,0.399239544,7100.0,8,0,1,0,1.0
132796,0,0.611469595,33,0,0.93135436,4850.0,8,0,2,0,0.0
101234,0,0.017999561,71,0,0.130928461,21400.0,6,0,2,0,1.0
45180,0,0.149845318,59,0,0.250125733,5964.0,11,0,1,0,0.0
50984,0,0.416496918,45,0,0.144329897,6595.0,3,0,0,0,1.0
56695,0,0.061210322,54,0,0.142233857,4583.0,7,0,1,0,0.0
143220,0,0.066960899,70,0,34.0,,1,0,0,0,
122895,0,0.9999999,53,0,0.927004465,5150.0,6,0,1,0,0.0
60981,0,0.511972934,38,0,0.413395952,8942.0,16,0,1,0,2.0
103252,0,0.736625514,31,0,0.185165702,1900.0,3,0,0,0,1.0
109857,0,0.011742313,81,0,0.001856878,7000.0,4,0,0,0,0.0
53899,0,0.888634065,47,0,0.392288617,12500.0,14,0,2,0,0.0
103995,1,1.002173441,25,2,0.096737908,8000.0,4,0,0,0,0.0
145682,0,0.027785327,65,1,4216.0,,20,0,1,0,0.0
98333,0,0.456514495,45,0,0.410894875,11766.0,5,0,3,0,2.0
122691,0,0.975195342,57,0,1.363782051,4367.0,8,1,2,0,1.0
139697,0,0.031669031,49,0,1.188663746,3651.0,10,0,3,0,0.0
125523,0,1.430784608,24,0,0.497085762,1200.0,2,4,0,1,1.0
83246,0,0.9999999,53,0,0.331884373,4600.0,1,0,1,0,2.0
121741,0,0.250690052,54,0,0.389905678,16008.0,9,0,2,0,0.0
56704,0,0.9999999,28,1,0.0,2228.0,0,0,0,0,1.0
11702,0,0.048937911,61,0,0.00959808,5000.0,2,0,0,0,0.0
56729,0,0.575052451,70,2,0.27410004,7416.0,10,0,1,0,0.0
74193,1,0.0,54,0,3604.0,,7,0,1,0,0.0
99213,0,0.12244089,36,0,0.4145539,5166.0,11,0,1,0,0.0
46520,0,0.253395615,80,0,0.446865037,7527.0,11,0,4,0,0.0
23418,0,0.874520913,36,0,0.999107939,1120.0,5,0,1,0,2.0
135744,0,0.042449566,52,1,1.220819376,3880.0,14,0,3,1,0.0
53874,0,0.0,40,0,0.329934013,5000.0,9,0,1,0,1.0
23572,0,0.00249975,94,0,0.0,,2,0,0,0,0.0
93735,0,0.015533493,51,0,0.341898721,9300.0,13,0,2,0,1.0
135594,0,0.130987057,42,0,0.214309521,9000.0,11,0,1,0,2.0
142295,1,0.0,57,1,0.279113753,3700.0,8,0,1,0,0.0
60907,0,0.013649318,28,0,0.302424394,4000.0,6,0,2,0,0.0
36712,0,0.9999999,34,0,0.640830318,5250.0,4,0,2,0,2.0
97666,0,0.677118837,39,1,0.074308564,3000.0,8,0,0,1,2.0
9995,0,0.024152168,46,1,0.427232465,9708.0,12,0,2,0,3.0
141760,0,0.085571438,37,0,0.211221977,7716.0,9,0,2,0,3.0
46355,0,0.260655225,55,1,0.234642658,12550.0,20,0,1,0,1.0
32307,0,0.007687632,55,0,0.099505999,4250.0,13,0,0,0,5.0
75228,0,0.010599697,70,0,0.14737124,11202.0,7,0,1,0,0.0
112507,0,0.130231093,36,0,0.578526381,6500.0,8,0,2,0,0.0
10121,0,1.047301799,42,1,0.653272845,1542.0,6,1,0,0,1.0
123870,0,0.952698201,30,0,0.619504396,1250.0,2,0,0,0,0.0
65800,0,0.017554814,62,0,1068.0,,18,0,1,0,0.0
75569,0,0.9999999,32,0,0.0,3200.0,0,0,0,0,0.0
17912,0,0.017031709,80,0,0.207117153,2500.0,4,0,0,0,0.0
142958,0,0.440132941,42,0,0.126258233,8046.0,7,0,0,0,1.0
64329,0,0.006644518,41,0,187.0,,4,2,0,1,0.0
47514,0,0.114859009,31,0,0.578855286,4000.0,7,0,1,0,0.0
141573,0,0.06532042,52,0,0.00973607,17049.0,5,0,0,0,3.0
62108,0,0.737332424,27,0,120.0,1.0,4,0,0,0,0.0
125687,0,0.9999999,55,0,0.0,2600.0,0,0,0,0,1.0
97316,0,0.36109244,62,0,0.18985401,15000.0,8,0,1,0,0.0
9340,0,0.9999999,62,0,1280.0,,6,0,1,0,0.0
114730,0,0.046623057,47,0,2514.0,,8,0,1,0,0.0
25085,0,0.249149365,37,0,0.031930767,3350.0,4,0,0,0,1.0
45718,0,0.012748662,31,0,0.298015222,6700.0,13,0,2,0,0.0
66595,0,0.112053652,61,0,0.146024215,12223.0,7,0,1,0,4.0
104404,0,0.31713555,40,0,0.371750342,9500.0,13,0,2,0,1.0
5067,0,0.003870864,48,0,0.127621483,7819.0,8,0,0,0,1.0
123894,0,0.295608632,72,1,1.167916042,2000.0,21,0,1,0,0.0
86522,0,0.789595895,54,0,0.47961852,6500.0,8,0,1,0,0.0
50406,0,0.746523418,60,0,0.243920413,9498.0,12,0,1,0,0.0
27237,0,0.041349499,50,0,0.476497696,5424.0,9,0,2,0,1.0
107542,1,0.999333777,49,1,0.102389878,8535.0,5,0,1,0,0.0
118839,0,0.0,34,0,0.228580719,6150.0,8,0,1,0,1.0
65723,0,0.795840832,26,0,0.259600614,650.0,2,0,0,0,0.0
82331,1,0.9999999,47,0,13.0,,0,0,0,1,0.0
102660,0,0.021332622,61,0,0.438140465,4000.0,6,0,1,0,0.0
149032,0,0.115663772,53,0,0.542645735,10000.0,10,0,4,0,1.0
40272,0,0.036254696,62,0,0.189807299,14166.0,13,0,1,0,0.0
101858,0,0.159371985,57,0,84.0,,3,0,0,0,0.0
39244,0,0.007129016,78,0,0.003434951,2328.0,4,0,0,0,0.0
114303,0,0.023173553,62,0,1951.0,,12,0,1,0,2.0
17247,0,0.9999999,33,0,305.0,,5,0,0,0,2.0
5981,0,0.415073116,44,0,0.170943019,3000.0,4,0,0,0,2.0
14614,0,0.0,47,0,0.963678774,3000.0,12,0,3,0,0.0
99117,1,1.00419916,29,0,0.225606854,2100.0,9,0,0,0,2.0
15743,0,0.0,77,1,0.596537629,4158.0,3,0,1,0,2.0
27363,0,0.731003012,40,0,0.416867747,8702.0,12,0,1,0,2.0
80080,0,0.064197432,66,0,0.133510306,6403.0,4,0,0,0,1.0
65919,0,0.05161821,41,0,0.411185752,6400.0,7,0,2,0,2.0
104365,0,0.718218914,48,0,0.117654723,7674.0,6,0,0,0,0.0
73836,1,0.9999999,47,0,0.502832389,3000.0,6,0,2,0,1.0
137609,0,0.08563883,36,0,0.021378709,4583.0,7,0,0,0,0.0
121833,0,0.273695285,67,0,0.477576975,5975.0,11,0,4,0,0.0
119283,0,0.007169077,86,0,0.00245605,7735.0,7,0,0,0,0.0
39003,0,0.350125553,67,0,662.0,,6,0,0,0,2.0
119726,0,0.33957044,38,0,0.293080768,3800.0,9,0,1,0,0.0
21621,0,0.914443422,59,0,2428.0,,7,0,1,0,0.0
26218,0,0.062925831,59,1,0.284108788,4448.0,10,0,1,0,1.0
60223,0,0.016096056,66,0,0.18479472,11666.0,9,0,2,0,0.0
69609,0,0.013102508,35,0,0.255591376,9925.0,16,0,2,0,2.0
75361,0,0.071505824,66,0,0.204191778,11116.0,11,0,2,0,1.0
76578,0,0.166834158,58,0,0.319575586,10272.0,15,0,2,0,2.0
